EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
218,218,CAHUMOM Index,CA New Housing Price Index,CA,"Please refer to the New Housing Price Index report in ECO CA <GO> to view future scheduled releases.                                                            History is stored independently for monthly and quarterly frequencies.          HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",08:30,Monthly,STCA - Statistics Canada,1981-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:11 AM,"0,202829927206039",US/Eastern
219,206,CANLPTNC Index,CA Part Time Employment,CA,"Labor force characteristics for both sexes, aged 15 and over.  Please refer to  the Canada Unemployment Rate report on ECO CA <GO> to view future scheduled     releases.",08:30,Monthly,STCA - Statistics Canada,1976-02-29 12:00:00 AM,THOUSANDS,1,2016-01-08 11:31:13 AM,"39,7302360534668",US/Eastern
220,206,CANLPRTR Index,CA Participation Rate,CA,,08:30,Monthly,STCA - Statistics Canada,1976-01-31 12:00:00 AM,% RATIO,1,2016-01-08 11:31:14 AM,"24,6176509857178",US/Eastern
221,214,CARAMOM Index,CA RMPI MoM,CA,"The Raw Materials Price Index (RMPI) reflects the prices paid by Canadian       manufacturers for key raw materials.  Many of these prices are set in a world   market.  Unlike the Industrial Product Price Index (IPPI), the RMPI includes    goods not produced in Canada. 2002=100.",08:30,Monthly,STCA - Statistics Canada,1981-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:16 AM,"2,49034833908081",US/Eastern
222,222,CARSXASC Index,CA RS CORE MoM,CA,"Please note that this data is lagged 2 months rather than the 1 month lag indicated above. The data reflects the source's most recent data available. Retail Sales measure the total receipts at stores that sell durable and         nondurable goods.   Please refer to the Retail Sales report in ECO CA <GO> to   view future scheduled releases.                                                 Effective 6/25/04, the Retail sales data has been reclassified per NAICS. Consequently, some of the previously reported series have been discontinued and/or replaced by new series of data.",08:30,Monthly,STCA - Statistics Canada,1991-02-28 12:00:00 AM,% CHANGE,2,2016-01-08 11:31:18 AM,"0,680531620979309",US/Eastern
223,222,CARSCHNG Index,CA RS HDLN MoM,CA,"Please note that this data is lagged 2 months rather than the 1 month lag indicated above. The data reflects the source's most recent data available. Retail Sales measure the total receipts at stores that sell durable and         nondurable goods.   Please refer to the Retail Sales report in ECO CA <GO> to   view future scheduled releases.                                                 Effective 6/25/04, the Retail sales data has been reclassified per NAICS. Consequently, some of the previously reported series have been discontinued and/or replaced by new series of data.",08:30,Monthly,STCA - Statistics Canada,1991-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:20 AM,"0,736339151859283",US/Eastern
224,224,CATBTOTB Index,CA Trade Balance,CA,"Merchandise trade is one component of the current account of Canada's balance of payments, which also includes trade in services.  Please refer to ECO CA for future scheduled release dates.                                                   As of October 2012, Statistics Canada has undergone methodological changes.  This index represents the new series.  For more information regarding these changes, please see: http://www.statcan.gc.ca/subjects-sujets/standard-norme/napcs-scpan/notice-avis/napcs-scpan-02-eng.htm or contact Statistics Canada, 1-800-263-1136.To view the old methodology ticker, please see: {CATVTOTB Index DES <GO>}",08:30,Monthly,STCA - Statistics Canada,1997-01-31 12:00:00 AM,BILLIONS,2,2016-01-08 11:31:22 AM,"1,07133877277374",US/Eastern
225,206,CANLXEMR Index,CA Unemployment Rate,CA,"Labor force characteristics for both sexes, aged 15 and over.  Please refer to  the Canada Unemployment Rate report on ECO CA <GO> to view future scheduled     releases.",08:30,Monthly,STCA - Statistics Canada,1976-01-31 12:00:00 AM,% RATIO,2,2016-01-08 11:31:23 AM,"0,156073108315468",US/Eastern
226,226,CACURENT Index,CA Current Account QoQ,CA,Please refer to the Current Account (BOP) report on ECO CA <GO> to view future  scheduled releases.,08:30,Quarterly,STCA - Statistics Canada,1981-03-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:31:25 AM,"2,26748728752136",US/Eastern
227,227,CACOICHG Index,CA Leading Indicators MoM,CA,The Canadian Leading Indicators Index is comprised of ten components which lead cyclical activity in the economy and together represent all major categories of Gross Domestic Product. It thus reflects the variety of mechanisms that can     cause business cycles.  Please refer to ECO CA <GO> to view future scheduled    release dates.,,Monthly,STCA - Statistics Canada,1952-08-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:27 AM,0,US/Eastern
228,228,CAMFCHNG Index,CA Mfg Shipments MoM,CA,Please refer to the Manufacturing Shipments report in ECO CA <GO> to view future scheduled releases.                                                            *Please note: 1992 represents a break in the series as the data prior to 1992 is based on SIC System and after 1992 is based on NAICS system.,08:30,Monthly,STCA - Statistics Canada,1992-02-29 12:00:00 AM,% CHANGE,2,2016-01-08 11:31:29 AM,"1,43530178070068",US/Eastern
229,229,CAVHMOM Index,CA New Motor Vehicle Sales MoM,CA,This survey collects data on monthly retail sales of new motor vehicles sold in Canada.,,Monthly,STCA - Statistics Canada,1946-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:30 AM,0,US/Eastern
230,230,CAWTMOM Index,CA Wholesale Sales MoM,CA,"Please refer to ECO CA for future scheduled releases.                           This sector represents Canada Wholesale Trade.  At the end of each calendar year, seasonally adjusted monthly estimates of wholesale sales are revised to equal the sum of the unadjusted estimates.",08:30,Monthly,STCA - Statistics Canada,1993-02-28 12:00:00 AM,% CHANGE,2,2016-01-08 11:31:32 AM,"1,17946362495422",US/Eastern
301,301,SZCPIMOM Index,CH CPI MoM,CH,"Figures are based on a weighted basket of 276 goods and services, and continuous updating of improved consumption surveys. In January 2011 the base year was changed to December 2010=100.",09:15,Monthly,Federal Statistics Office of S,1960-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:34 AM,"0,179284289479256",Europe/Vienna
302,301,SZCPIYOY Index,CH CPI YoY,CH,"Figures are based on a weighted basket of 276 goods and services, and continuous updating of improved consumption surveys. In January 2011 the base year was changed to December 2010=100.",09:15,Monthly,Federal Statistics Office of S,1971-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:36 AM,"0,181149452924728",Europe/Vienna
303,303,SZGDPCQQ Index,CH GDP QoQ,CH,This sector shows Switzerland Real Gross Domestic Product by expenditure. Data is chained to 2000 and seasonally adjusted. Value is given in millions of Swiss Francs. Estimates are according to ESA95 (European System of Accounts).,07:45,Quarterly,State Secretariat for Economic,1980-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:37 AM,"0,378856241703033",Europe/Vienna
304,303,SZGRGDPY Index,CH GDP YoY,CH,"This sector shows Switzerland Real Gross Domestic Product by expenditure. As of June 2012, data is chained to 2005 and non-seasonally adjusted. Value is given in millions of Swiss Francs. Estimates are according to ESA95 (European System of Accounts).",07:45,Quarterly,State Secretariat for Economic,1981-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:31:39 AM,"0,767129182815552",Europe/Vienna
305,305,SZLTHIGH Index,CH Interest Rate Maximum,CH,"The National Bank implements its monetary policy by fixing a target range for the three-month Swiss franc Libor. The Libor is a reference interest rate in the interbank market for unsecured loans. It is a trimmed mean of the rates charged by 12 leading banks and is published daily by the British Bankers' Association. The National Bank publishes its target range regularly. As a rule, this range extends over 1 percentage point, and the SNB generally aims to keep the Libor in the middle of the range.<BR>The SNB undertakes quarterly economic and monetary assessments at which it reviews its monetary policy. If circumstances so require, it will also adjust the Libor target range in between these quarterly assessments. It sets out the reasons for its decisions in press releases.<BR>For further details please see: {http://www.snb.ch/en/iabout/monpol/id/monpol_strat}          To see the daily ticker for this rate please see SZNBHIGH Index .",10:30,Intraday,Swiss National Bank,2006-06-15 12:00:00 AM,%,2,2016-01-08 11:31:41 AM,0,Europe/Vienna
306,306,SZLILEI Index,CH KOF Economic Indicator,CH,,09:00,Monthly,KOF Leading Economic Indicator,1991-01-31 12:00:00 AM,2012=100,1,2016-01-08 11:31:43 AM,"4,24319839477539",Europe/Vienna
